doc_id,archivo,num_palabras,num_oraciones,diversidad_lexica,topico_principal,top_tfidf_features,flesch_reading_ease
S0211-69952014000400020-2,S0211-69952014000400020-2.txt,162,8,0.691358024691358,3,"cultivo, prótesis, antibiótico, quirúrgica, presenta",31.703472222222246
S0376-78922013000200006-1,S0376-78922013000200006-1.txt,385,11,0.4857142857142857,3,"colgajo, músculo, porción, piel, temporal",10.899610389610416
S1130-01082006000300014-1,S1130-01082006000300014-1.txt,356,14,0.5898876404494382,2,"través, sonda, abdominal, pared, región",15.948767605633833
S1130-05582008000400004-4,S1130-05582008000400004-4.txt,102,6,0.7843137254901961,3,"tumor, servicio, maxilar, calcio, reconstrucción",27.015294117647073
caso_clinico_radiologia884,caso_clinico_radiologia884.txt,215,12,0.7116279069767442,1,"comenzó, pulmonar, campo, derecho, tos",36.85875968992252
S1139-76322011000300007-2,S1139-76322011000300007-2.txt,129,9,0.7209302325581395,4,"crisis, presentado, episodios, dos, presentar",32.92387596899229
caso_clinico_radiologia806,caso_clinico_radiologia806.txt,79,6,0.8227848101265823,2,"vejiga, abundante, clínicos, contenido, pelvis",40.33412447257385
S0212-16112007000800011-1,S0212-16112007000800011-1.txt,746,25,0.5120643431635389,4,"duración, tratamiento, mg dl, dl, refiere",18.945551660136147
S0211-69952010000100017-1,S0211-69952010000100017-1.txt,296,14,0.652027027027027,4,"ml, mmol, mg, dl, horas",44.54178855325918
S0034-98872018001101347-1,S0034-98872018001101347-1.txt,447,14,0.7024608501118568,4,"dl, mg dl, mg, hb, vn",23.786945945945945
S0211-69952012000700031-1,S0211-69952012000700031-1.txt,262,13,0.7213740458015268,4,"dosis, mg, test, cabo, intestinal",22.991059894304186
S0103-507X2016000200195-1,S0103-507X2016000200195-1.txt,203,12,0.6600985221674877,1,"fístula, vancomicina, comienza, hemocultivos, arterial",18.38083949096884
S0034-98872009000400011-1,S0034-98872009000400011-1.txt,389,19,0.6683804627249358,0,"gástrico, nodular, sólo, tejido, entre",10.112308212691119
S1139-76322014000500007-1,S1139-76322014000500007-1.txt,204,13,0.6911764705882353,4,"oxígeno, hacía, respiratoria, general, horas",30.001425339366563
S0210-48062009000600017-1,S0210-48062009000600017-1.txt,608,21,0.5213815789473685,4,"riñón, vesical, izquierdo, urinaria, renal",15.289025119617264
caso_clinico_radiologia339,caso_clinico_radiologia339.txt,93,5,0.7204301075268817,2,"intestino delgado, extensa, delgado, intestino, realiza tc",28.76245161290325
caso_clinico_radiologia693,caso_clinico_radiologia693.txt,138,7,0.644927536231884,2,"contraste, protocolo, líquido libre, realiza tc, libre",18.113764705882375
S0325-00752008000600013-1,S0325-00752008000600013-1.txt,382,18,0.5942408376963351,1,"nasal, edema, vía, mucosa, día",21.12755759162306
S1698-69462006000100017-1,S1698-69462006000100017-1.txt,214,9,0.6448598130841121,0,"lesión, mama, ciclos, cirugía, mandibular",21.157581775700947
S0211-69952014000100021-1,S0211-69952014000100021-1.txt,102,4,0.7352941176470589,4,"lesiones, crónica, prótesis, desaparición, cabeza",15.07014705882355
caso_clinico_radiologia812,caso_clinico_radiologia812.txt,131,5,0.6030534351145038,2,"pleural, contraste, derrame pleural, derrame, izquierdo",25.249633587786292
caso_clinico_radiologia254,caso_clinico_radiologia254.txt,90,5,0.7666666666666667,2,"vejiga, colección, rm, pélvica, absceso",26.88499999999999
caso_clinico_radiologia485,caso_clinico_radiologia485.txt,111,7,0.8018018018018018,2,"aorta, lesión, activo, torácico, 32",20.01567567567571
S1130-01082008000500008-1,S1130-01082008000500008-1.txt,260,12,0.6038461538461538,3,"recidiva, carcinoma, colgajo, oral, reconstrucción",16.61948717948718
caso_clinico_radiologia760,caso_clinico_radiologia760.txt,180,6,0.6388888888888888,2,"ocular, colección, frontal, espacio, extensión",24.69500000000002
S1130-01082013000200015-1,S1130-01082013000200015-1.txt,278,16,0.6510791366906474,0,"sangre, intestinal, íleon, cm, encontró",32.752478260869594
S1130-63432015000500008-2,S1130-63432015000500008-2.txt,193,8,0.6010362694300518,4,"dicho, corticoides, iniciar, tratamiento, paciente presentó",30.243461787564797
S0211-69952016000200176-1,S0211-69952016000200176-1.txt,498,26,0.572289156626506,4,"ui, mg, mg dl, proteinuria, vía oral",28.52118631790748
caso_clinico_radiologia553,caso_clinico_radiologia553.txt,70,7,0.8428571428571429,2,"abdomen, ingreso, injerto, trasplante, íleon",12.547857142857168
S0365-66912004001200011-1,S0365-66912004001200011-1.txt,308,15,0.5811688311688312,3,"ojo, ojo derecho, progresión, metástasis, oncología",30.252757575757613
S0034-98872016001100017-1,S0034-98872016001100017-1.txt,315,9,0.6698412698412698,1,"crisis, anticuerpos, iv, lcr, anti",12.230242038216574
S0716-10182010000200011-1,S0716-10182010000200011-1.txt,386,16,0.5958549222797928,1,"mg, dosis, lcr, mg kg, prednisona",35.59427748992516
caso_clinico_radiologia636,caso_clinico_radiologia636.txt,117,7,0.6837606837606838,2,"seno, ocular, derecho con, derecho, urgencias",42.362307692307695
S1130-05582015000100004-1,S1130-05582015000100004-1.txt,374,18,0.5106951871657754,3,"lesión, mucosa, aspecto, observa, momento",28.986732026143812
caso_clinico_radiologia695,caso_clinico_radiologia695.txt,39,3,0.8974358974358975,4,"15 días, últimos, ng, paciente varón, sin alteraciones",41.793846153846175
S1130-01082017000200015-1,S1130-01082017000200015-1.txt,487,19,0.5790554414784395,0,"páncreas, tumor, cabeza, riñón, ml",13.587183235867457
S0034-98872014001100015-2,S0034-98872014001100015-2.txt,382,16,0.5837696335078534,1,"pared, lateral, función, ml, m2",25.96514880952384
S0376-78922009000400002-1,S0376-78922009000400002-1.txt,220,10,0.6363636363636364,3,"colgajo, defecto, dos semanas, tarde, intervención",28.764090909090925
S0212-71992007001000008-1,S0212-71992007001000008-1.txt,249,5,0.6666666666666666,0,"masa, tras, negativas, bordes, existencia",3.3269578313253305
S0210-48062005001000015-1,S0210-48062005001000015-1.txt,354,15,0.5451977401129944,0,"realización, fosa, procede, ambos, polo",27.781000000000006
S0034-98872007000700014-1,S0034-98872007000700014-1.txt,199,8,0.6582914572864321,0,"páncreas, retroperitoneal, quística, quiste, dada alta",13.662251884422147
caso_clinico_radiologia237,caso_clinico_radiologia237.txt,103,7,0.8543689320388349,2,"cerebral, frontal, ventrículo, respectivamente, trombosis",9.782408980582545
S1130-01082013000100008-1,S1130-01082013000100008-1.txt,110,4,0.7090909090909091,2,"bordes, hepática, lesión, ascitis, colección",26.642500000000013
caso_clinico_radiologia46,caso_clinico_radiologia46.txt,188,17,0.7180851063829787,2,"embarazo, pelvis, líquido libre, nuevamente, posibilidad",8.790996204933634
S0034-98872014000500015-1,S0034-98872014000500015-1.txt,201,12,0.681592039800995,4,"presentaba, 70, encontraba, progresiva, meq",33.2606156716418
S0376-78922014000400012-1,S0376-78922014000400012-1.txt,540,22,0.5574074074074075,3,"días, injerto, herida, urgencias, lesión",23.31548739950526
S0212-71992005000400007-1,S0212-71992005000400007-1.txt,553,21,0.6817359855334539,4,"dl, mg dl, médula, ósea, mg",21.2415475650333
S0212-71992005000300008-1,S0212-71992005000300008-1.txt,341,13,0.656891495601173,1,"ui, anticuerpos, ictericia, hepatitis, mg dl",15.476458380329376
S0365-66912006000500009-1,S0365-66912006000500009-1.txt,370,20,0.5081081081081081,3,"ojo, av, od, fondo ojo, ojo derecho",37.149391891891895
S1130-01082007000300006-4,S1130-01082007000300006-4.txt,134,12,0.8283582089552238,4,"presenta, crónica, caso, cutáneas, biopsias",29.300454545454556
caso_clinico_radiologia45,caso_clinico_radiologia45.txt,179,9,0.6703910614525139,2,"hematoma, retroperitoneal, hepático, activo, músculo",22.64666045934203
caso_clinico_radiologia721,caso_clinico_radiologia721.txt,68,5,0.7941176470588235,2,"cervical, vía, columna, adyacente, 27",31.295705882352962
caso_clinico_radiologia100,caso_clinico_radiologia100.txt,85,5,0.7647058823529411,2,"intestinal, realiza, perforación, anastomosis, ante hallazgos",13.41294117647061
S2254-28842013000300011-1,S2254-28842013000300011-1.txt,837,34,0.5101553166069295,4,"catéter, vena, iliaca, situación, 2013",26.476939434289648
caso_clinico_radiologia247,caso_clinico_radiologia247.txt,129,7,0.7209302325581395,2,"nervio, lesión, tc, pequeña, fractura",42.53930232558142
cc_onco1284,cc_onco1284.txt,407,21,0.5847665847665847,0,"renal, carcinoma, masa, 2013, respuesta",29.51163953737418
cc_onco1157,cc_onco1157.txt,856,34,0.5035046728971962,0,"2013, adenocarcinoma, masa, origen, marcadores",19.492830508474583
S1130-05582008000400008-3,S1130-05582008000400008-3.txt,69,5,0.782608695652174,3,"fractura, reveló, lesión, reducción, quiste",17.497565217391326
S1130-01082013000400015-1,S1130-01082013000400015-1.txt,91,6,0.8241758241758241,0,"cm, deposiciones, 32, colonoscopia, inflamatorio",37.11555860805862
S0004-06142006000900013-1,S0004-06142006000900013-1.txt,381,12,0.5774278215223098,0,"vejiga, pared, neoplasia, estudio, observa",14.512687007874035
caso_clinico_radiologia819,caso_clinico_radiologia819.txt,160,7,0.675,2,"niño, tos, cuerpo, derecho, tórax",28.182500000000033
S1137-66272016000200014-1,S1137-66272016000200014-1.txt,529,23,0.5236294896030246,3,"marcha, recuperación, espacio, bajo, reposo",20.4784506228859
caso_clinico_radiologia468,caso_clinico_radiologia468.txt,131,12,0.7404580152671756,2,"seno, frontal, superior, hematoma, evidencia",30.067883414295636
S1130-63432013000200014-1,S1130-63432013000200014-1.txt,670,22,0.5194029850746269,4,"ng ml, ml, ng, uci, mg",24.9876086956522
S0034-98872005000500009-3,S0034-98872005000500009-3.txt,89,7,0.8314606741573034,1,"mostró, ecg, minuto, intensidad, realizándose",0.015393258426996681
S0004-06142006000200011-1,S0004-06142006000200011-1.txt,361,17,0.592797783933518,0,"testículo, polo, sin, izquierdo, superior",21.939902232361106
S1130-01082008001200009-1,S1130-01082008001200009-1.txt,199,8,0.7085427135678392,0,"horas, izquierda, páncreas, cutáneas, exéresis",28.116523241206067
caso_clinico_radiologia898,caso_clinico_radiologia898.txt,119,6,0.6050420168067226,3,"fractura, tercio, medio, posterior, estructuras",22.691977401129975
caso_clinico_radiologia679,caso_clinico_radiologia679.txt,103,5,0.7184466019417476,2,"relación con, relación, cuadro, tc, cráneo",13.962827669902936
S0365-66912007000900012-1,S0365-66912007000900012-1.txt,282,14,0.5283687943262412,3,"sobre, veces, síntomas, mejoría, tratamiento",19.29000000000002
S0365-05962011000200021-2,S0365-05962011000200021-2.txt,167,9,0.7065868263473054,1,"madre, niña, ui, lesiones, anti",35.15880681818186
S0365-66912011000400005-2,S0365-66912011000400005-2.txt,140,9,0.6928571428571428,4,"infiltrado, clínica, tratamiento con, factor, ciclo",30.306111111111136
caso_clinico_radiologia35,caso_clinico_radiologia35.txt,91,5,0.7582417582417582,2,"aguda, derecha, calcio, colección, abdominal",28.458703296703334
S0365-66912010000300005-1,S0365-66912010000300005-1.txt,354,12,0.5338983050847458,3,"od, av, revisión, hemorragia, oi",25.991247639282363
S1138-123X2006000100006-1,S1138-123X2006000100006-1.txt,1027,39,0.5111976630963972,3,"fase, 37, prótesis, iii, 22",21.11642575558477
S0034-98872012000400011-1,S0034-98872012000400011-1.txt,328,16,0.6859756097560976,1,"leve, mostró, presentaba, historia, disnea",8.573841463414652
S0211-69952011000500011-2,S0211-69952011000500011-2.txt,210,10,0.6,4,"meq, mg, dl, mg dl, ph",40.08857142857144
S0034-98872018000800857-2,S0034-98872018000800857-2.txt,162,9,0.7222222222222222,3,"derecha, ojos, ojo izquierdo, ojo, día",14.66500000000002
cc_onco386,cc_onco386.txt,572,28,0.5594405594405595,0,"recidiva, mg m2, mm, m2, 2012",36.246726411539925
S0034-98872013000900016-2,S0034-98872013000900016-2.txt,120,10,0.7666666666666667,1,"examen, recto, lcr, kg día, 46",26.86500000000001
S0211-57352017000100007-3,S0211-57352017000100007-3.txt,511,22,0.5792563600782779,4,"si, bien, tabla, tres, hacía",29.95286025618219
caso_clinico_radiologia911,caso_clinico_radiologia911.txt,167,8,0.6526946107784432,2,"observa, aorta, hacia, pulmonar, inferior",29.82435240963858
S0034-98872014000400016-1,S0034-98872014000400016-1.txt,683,36,0.575402635431918,1,"luego, ventrículo, adecuada, respuesta, días",23.88411020219172
S0212-16112005000800010-1,S0212-16112005000800010-1.txt,428,19,0.5537383177570093,3,"drenaje, cc, dieta, cervical, características",19.91004181013284
cc_onco1153,cc_onco1153.txt,546,24,0.5787545787545788,0,"células, diagnóstico, masa, abdominal, metástasis",13.38421568627453
caso_clinico_radiologia969,caso_clinico_radiologia969.txt,297,15,0.5521885521885522,3,"pequeño, contraste, fondo, axial, aprecia",32.75363963963963
S0212-71992004000300009-1,S0212-71992004000300009-1.txt,310,13,0.6612903225806451,0,"anti, región, izquierda, igm, igg",15.726470588235316
caso_clinico_radiologia358,caso_clinico_radiologia358.txt,109,4,0.6972477064220184,2,"obstrucción, intestinal, hernia, anastomosis, distensión",-2.442098623853184
S0376-78922009000400002-7,S0376-78922009000400002-7.txt,161,6,0.6832298136645962,3,"colgajo, sin incidencias, incidencias, región, 10",18.281154244306464
caso_clinico_radiologia435,caso_clinico_radiologia435.txt,165,9,0.7393939393939394,2,"torácica, pleural, derrame, urgente, tc",20.56484848484851
S0365-66912008000100009-3,S0365-66912008000100009-3.txt,173,8,0.6242774566473989,3,"oi, od, av, mm, difusa",40.25447714135578
S1887-85712015000100011-1,S1887-85712015000100011-1.txt,328,13,0.5487804878048781,3,"mano, últimos, ambas, dos semanas, afectación",31.370281425891193
S1139-76322010000300008-1,S1139-76322010000300008-1.txt,208,9,0.6923076923076923,3,"óseo, lateral, tamaño, radiografía, consulta",25.972414529914545
S0034-98872012000700013-1,S0034-98872012000700013-1.txt,619,31,0.6397415185783522,1,"cutáneas, lesiones, linfocitos, vih, mostró",25.893649343232454
S1698-44472004000300012-1,S1698-44472004000300012-1.txt,477,19,0.5911949685534591,0,"tumoración, aspecto, maxilar, muestra, veces",22.43995034756705
S0716-10182012000600013-1,S0716-10182012000600013-1.txt,791,38,0.5372945638432364,1,"realizaron, luego, exámenes, 2011, superficie",25.57236842105266
S0034-98872017000300018-1,S0034-98872017000300018-1.txt,339,19,0.640117994100295,1,"dolor, biliar, solo, rango, manejo",24.861206726013876
caso_clinico_radiologia39,caso_clinico_radiologia39.txt,162,11,0.6604938271604939,2,"colección, neoplasia, engrosamiento, colon, hallazgos",21.120151515151548
S0210-56912007000900007-6,S0210-56912007000900007-6.txt,226,13,0.6504424778761062,4,"meq, ph, presión arterial, arterial, intensa",38.81312979351034
S1806-37132012000200017-1,S1806-37132012000200017-1.txt,444,18,0.6036036036036037,1,"compromiso, anticuerpos, negativos, pulmonar, necrosis",13.658654524089343
S1139-76322013000200007-1,S1139-76322013000200007-1.txt,288,12,0.6388888888888888,1,"lesiones, niño, contenido, varios, presentar",23.850000000000023
S1130-01082012000100012-1,S1130-01082012000100012-1.txt,224,12,0.6071428571428571,2,"interior, aparición, paciente, dada, masa",27.699340659340663
S0365-66912007001200015-1,S0365-66912007001200015-1.txt,377,14,0.5862068965517241,3,"hematoma, izquierdo, frontal, lateral, tiempo",17.034595490716185
S0365-66912010000200005-1,S0365-66912010000200005-1.txt,211,8,0.6445497630331753,0,"nódulo, practicó, cervical, quirúrgico, mismo",13.67101007109008
S1698-69462006000400014-1,S1698-69462006000400014-1.txt,803,24,0.45828144458281445,3,"paciente, largo, realizar, prótesis, tratamiento",22.55395045187055
S0034-98872008001000011-1,S0034-98872008001000011-1.txt,379,23,0.6781002638522428,1,"dl, mg, proteinuria, mg dl, asas",26.50864285714289
S0210-48062009000200017-1,S0210-48062009000200017-1.txt,374,17,0.5882352941176471,0,"óseo, apreció, histopatológico, vesical, masa",25.25794117647061
caso_clinico_radiologia822,caso_clinico_radiologia822.txt,114,8,0.6754385964912281,2,"ventilación, torácica, aprecia, posterior, colgajo",17.234407894736847
S0004-06142008000700015-1,S0004-06142008000700015-1.txt,111,9,0.7297297297297297,3,"dorsal, dolorosa, zona, doppler, reacción",26.600523648648675
S1137-66272011000100013-3,S1137-66272011000100013-3.txt,193,12,0.7150259067357513,0,"pulmonar, año, tuberculosis, tratamiento con, igg",24.31952172180155
caso_clinico_radiologia239,caso_clinico_radiologia239.txt,166,9,0.6867469879518072,2,"perforación, dolor abdominal, cc, abdominal, salvo",22.481358768407006
S1698-44472004000200012-1,S1698-44472004000200012-1.txt,214,11,0.6728971962616822,3,"tumoración, facial, 36, asintomática, 35",23.818542905692453
S1130-01082015000400016-1,S1130-01082015000400016-1.txt,193,7,0.694300518134715,4,"mmhg, hepática, mediante, cc, cm",21.046891191709875
S0211-69952014000600007-1,S0211-69952014000600007-1.txt,94,5,0.6808510638297872,3,"catéter, después, salida, procedimiento, técnica",43.753000000000014
S0034-98872015000900015-1,S0034-98872015000900015-1.txt,812,39,0.562807881773399,4,"creatinina, mg, proteinuria, min, m2",28.55159300184164
S0034-98872010001100009-5,S0034-98872010001100009-5.txt,192,18,0.8072916666666666,4,"día, hacía, grado, negativos, sin",17.372537727132766
caso_clinico_radiologia1008,caso_clinico_radiologia1008.txt,261,18,0.6398467432950191,0,"intestinal, hace, anatomía patológica, anatomía, patológica",28.103706896551756
caso_clinico_radiologia928,caso_clinico_radiologia928.txt,282,19,0.6063829787234043,0,"axial, masa, contraste, áreas, medio",12.884507339857663
S0034-98872010000100009-2,S0034-98872010000100009-2.txt,286,10,0.5874125874125874,2,"intestino, intestino delgado, delgado, abdomen, distensión",13.043062937062956
S1137-66272007000500016-1,S1137-66272007000500016-1.txt,340,15,0.5735294117647058,4,"corticoides, dosis, tratamiento con, tratamiento, respuesta",29.308921568627483
caso_clinico_radiologia767,caso_clinico_radiologia767.txt,139,5,0.7122302158273381,0,"mama, derecha, superiores, signos, ecografía",-0.3201294964028989
S0212-16112010000600023-1,S0212-16112010000600023-1.txt,363,16,0.5950413223140496,4,"drenaje, dieta, ml, día, fístula",23.929501549586774
caso_clinico_radiologia858,caso_clinico_radiologia858.txt,39,5,0.9230769230769231,2,"fístula, 67, 15 días, intervenido, diarrea",12.36415384615384
S1130-05582012000100006-1,S1130-05582012000100006-1.txt,177,9,0.6497175141242938,2,"maxilar, fiebre, presentaba, nivel, rmn",19.585197740113017
S0034-98872013000100014-1,S0034-98872013000100014-1.txt,611,27,0.5908346972176759,1,"día, meq, mg dl, mg, dl",31.725427259132687
S1137-66272016000200015-1,S1137-66272016000200015-1.txt,292,12,0.6198630136986302,4,"dl, mg dl, sangrado, negativa, origen",24.687223393045343
S1137-66272007000500014-1,S1137-66272007000500014-1.txt,1015,53,0.4187192118226601,3,"pie, dorsal, arteria, mano, colgajo",30.204185848252365
S0034-98872018000800943-1,S0034-98872018000800943-1.txt,363,13,0.6336088154269972,1,"dl, pequeñas, mg, 33, lesiones",24.182303370786514
S1139-76322016000400015-1,S1139-76322016000400015-1.txt,442,20,0.6402714932126696,1,"febril, plaquetas, datos, día, descenso",23.051011312217213
S1130-01082014000500007-1,S1130-01082014000500007-1.txt,84,4,0.8333333333333334,0,"crónica, retroperitoneal, duodenal, gástrico, endoscopia",11.284285714285744
S0365-66912007001200010-1,S0365-66912007001200010-1.txt,343,11,0.5801749271137027,4,"anti, vn, positivos, anticuerpos, tratamiento",19.551052213093044
S0370-41062014000500010-2,S0370-41062014000500010-2.txt,277,10,0.6101083032490975,1,"crisis, control, meses, duración, uso",31.614080926594482
S0210-48062004000500008-1,S0210-48062004000500008-1.txt,392,16,0.5943877551020408,4,"solución, sangre, ante, ml, ocasiones",27.443010204081645
S0365-66912004000700011-1,S0365-66912004000700011-1.txt,355,12,0.6112676056338028,3,"horas, ojo, 24 horas, mg, 24",21.792500000000018
S1139-76322013000200009-1,S1139-76322013000200009-1.txt,135,7,0.7185185185185186,3,"anterior, exploración física, alteraciones, física, marcha",29.340000000000032
S1139-13752009000200010-2,S1139-13752009000200010-2.txt,195,10,0.6564102564102564,4,"sesiones, deposiciones, catéter, presentado, iv",27.884895104895122
S1139-76322009000100006-1,S1139-76322009000100006-1.txt,366,16,0.6256830601092896,4,"ml, kg, frecuencia, 100, cardiaca",33.118712632594026
S0716-10182014000300003-3,S0716-10182014000300003-3.txt,848,40,0.5283018867924528,1,"control, muestras, médico, solución, todas",19.907175052410906
caso_clinico_radiologia180,caso_clinico_radiologia180.txt,106,5,0.6509433962264151,2,"hematoma, cuerpo, objetiva, importante, nivel",23.507311320754724
S1130-01082009001100009-1,S1130-01082009001100009-1.txt,424,12,0.6344339622641509,1,"actividad, cerebral, test, hepático, progresivo",9.718120464441228
S1130-01082016001000004-3,S1130-01082016001000004-3.txt,464,22,0.5237068965517241,3,"prótesis, fístula, dilatación, estenosis, meses",16.227727272727293
S1139-76322010000600010-1,S1139-76322010000600010-1.txt,328,16,0.5884146341463414,3,"tumoración, contacto, inferior, cutánea, izquierdo con",20.18054878048781
S0210-48062005000500013-1,S0210-48062005000500013-1.txt,191,9,0.6649214659685864,0,"masa, retroperitoneal, componente, gran, exéresis",19.637899941826674
S1130-01082008001000016-1,S1130-01082008001000016-1.txt,289,13,0.6124567474048442,0,"luz, ca, intervención quirúrgica, consistencia, superficie",28.684576124567513
caso_clinico_radiologia533,caso_clinico_radiologia533.txt,123,14,0.7804878048780488,2,"pulmonar, derecho, cardiaca, tórax, oxígeno",25.322786885245932
S1130-01082007001200016-1,S1130-01082007001200016-1.txt,444,28,0.6216216216216216,4,"enfermedad, estenosis, duodenal, intestinal, hallazgos",18.049313682931086
S1130-05582005000300007-1,S1130-05582005000300007-1.txt,373,17,0.5951742627345844,3,"positivo, pie, negativo, lesión, vih",26.67415298257376
caso_clinico_radiologia419,caso_clinico_radiologia419.txt,231,21,0.7056277056277056,2,"disección, luz, aorta, tronco, salida",39.06321428571431
S0376-78922014000200012-1,S0376-78922014000200012-1.txt,452,16,0.5597345132743363,3,"colgajo, tejido, frontal, después, cierre",5.592223451327413
S1131-57682003000300008-1,S1131-57682003000300008-1.txt,623,26,0.5601926163723917,0,"familia, médico, solicitó, gástrica, pruebas",14.671983886899625
S0212-16112014000200032-1,S0212-16112014000200032-1.txt,66,2,0.7424242424242424,3,"procedimiento, sonda, contacto, punto, motivo",-8.678181818181798
S0034-98872009001000011-1,S0034-98872009001000011-1.txt,558,29,0.6433691756272402,1,"mmhg, volumen, presión, min, respiratoria",26.639870967741956
S1130-01082010000400015-1,S1130-01082010000400015-1.txt,255,15,0.6274509803921569,0,"digestiva, hemorragia, mostró, análisis, paciente",36.30470588235298
S1137-66272007000300014-1,S1137-66272007000300014-1.txt,416,16,0.6105769230769231,2,"columna, lumbar, ingreso, partes blandas, óseo",10.720010683760705
S0210-48062007000400014-1,S0210-48062007000400014-1.txt,833,33,0.5042016806722689,0,"renal, cm, derecho, tumoral, carcinoma",21.295772078265486
caso_clinico_radiologia16,caso_clinico_radiologia16.txt,147,6,0.7006802721088435,2,"absceso, aumento, interior, material, cambios",15.645051020408175
S0365-66912011001000004-2,S0365-66912011001000004-2.txt,265,16,0.4981132075471698,3,"ojo, ojo derecho, ojo izquierdo, temporal, derecho",40.25043501048219
S0034-98872015000700016-2,S0034-98872015000700016-2.txt,350,20,0.6685714285714286,4,"ml, basal, anti, posterior, ii",29.84506269592478
S1130-05582010000300006-1,S1130-05582010000300006-1.txt,464,17,0.5668103448275862,2,"pleural, izquierda, tras, región, derrame pleural",13.578022312373264
caso_clinico_radiologia657,caso_clinico_radiologia657.txt,49,4,0.8775510204081632,2,"frontal, torácica, hematoma, pelvis, junto",32.10737244897962
caso_clinico_radiologia465,caso_clinico_radiologia465.txt,163,9,0.6932515337423313,2,"parietal, peritoneal, resultados, imagen, biopsia",16.138111792774424
S0716-10182008000400011-1,S0716-10182008000400011-1.txt,473,25,0.5708245243128964,3,"central, ausencia, solución, contacto, seis meses",33.12075906651489
S0034-98872016000500018-1,S0034-98872016000500018-1.txt,395,17,0.6303797468354431,1,"normales, día, recuento, glucosa, alteraciones",25.10077281812127
caso_clinico_radiologia933,caso_clinico_radiologia933.txt,283,26,0.6431095406360424,2,"pulmonar, ventrículo, sin evidencia, pulmonares, tamaño",19.93985806451613
cc_onco1399,cc_onco1399.txt,414,32,0.6594202898550725,0,"2013, masa, ca, 13, linfoma",30.065906855326915
S0465-546X2012000200009-1,S0465-546X2012000200009-1.txt,1641,73,0.44911639244363194,4,"100, astenia, crónica, fase, 40",22.521536796536793
S1137-66272012000300021-1,S1137-66272012000300021-1.txt,357,16,0.5994397759103641,2,"colección, tolerancia, drenaje, día, mediante",21.386131827731106
S0716-10182011000300011-1,S0716-10182011000300011-1.txt,295,14,0.6372881355932203,1,"cultivo, positiva, tuberculosis, bordes, resultó",19.96757062146895
S0365-66912007000900011-1,S0365-66912007000900011-1.txt,280,14,0.6,3,"atrofia, cerebral, ambos ojos, ojos, cabeza",29.86761904761906
S0004-06142008000500014-1,S0004-06142008000500014-1.txt,405,19,0.5679012345679012,3,"síntomas, posición, embarazo, vesical, intensidad",30.203918128655005
cc_onco1178,cc_onco1178.txt,703,33,0.6173541963015647,4,"mmol, ingreso, tratamiento, dada, alta",10.720502965328507
S0212-16112014000600030-1,S0212-16112014000600030-1.txt,422,16,0.5758293838862559,4,"peso, kg, presentado, pérdida, mg dl",29.307976895734612
S1130-01082015001000010-1,S1130-01082015001000010-1.txt,443,19,0.6027088036117382,0,"hepático, áreas, realiza, aspecto, lesión",17.276740890688274
cc_onco1400,cc_onco1400.txt,337,31,0.6528189910979229,0,"recto, metástasis, tratamiento, 2013, 2012",41.06571428571431
S0004-06142008000400015-1,S0004-06142008000400015-1.txt,181,8,0.6740331491712708,0,"compatible con, compatible, hallazgo, riñón, asintomática",22.616481353591183
caso_clinico_radiologia886,caso_clinico_radiologia886.txt,122,7,0.7049180327868853,2,"solución, domicilio, pequeña, tensión, fractura",19.803426229508233
S0370-41062014000500009-1,S0370-41062014000500009-1.txt,122,6,0.7213114754098361,3,"quiste, examen, embarazo, edad, ante hallazgos",30.172076502732267
caso_clinico_radiologia870,caso_clinico_radiologia870.txt,161,7,0.6335403726708074,2,"clínicos, lesión, rm, importante, sin antecedentes",23.22291925465842
S0365-66912004000900009-1,S0365-66912004000900009-1.txt,252,13,0.6547619047619048,3,"od, factor, av, 55, trombosis",22.659615384615392
S0716-10182006000300008-1,S0716-10182006000300008-1.txt,728,32,0.5934065934065934,1,"día, compromiso, vancomicina, insuficiencia, control",16.92900000000003
caso_clinico_radiologia360,caso_clinico_radiologia360.txt,94,4,0.723404255319149,2,"estudio anatomopatológico, ante hallazgos, 33, estructuras, abundante",26.38250000000002
S1139-76322015000100012-4,S1139-76322015000100012-4.txt,99,5,0.7474747474747475,4,"cuadro, final, pauta, rectal, intensidad",32.06527272727274
S0004-06142009000200007-1,S0004-06142009000200007-1.txt,354,11,0.6129943502824858,2,"abdominal, riñón, decide, retroperitoneal, hematoma",21.1980465061379
S0034-98872018000600796-1,S0034-98872018000600796-1.txt,303,17,0.6468646864686468,4,"uci, mecánica, ventilación, unidad cuidados, cuidados",35.17244297277412
S0034-98872011000800012-1,S0034-98872011000800012-1.txt,425,21,0.6188235294117647,4,"testicular, ml, normal, terapia, déficit",24.239391025641055
S0210-56912007000900007-2,S0210-56912007000900007-2.txt,243,12,0.6460905349794238,4,"recibió, hospital, cardíaca, días, días después",23.34791666666669
S0034-98872009000200013-1,S0034-98872009000200013-1.txt,415,21,0.5807228915662651,0,"células, íleon, tumor, segmento, ganglios",12.984312705366932
S0325-00752009000100012-1,S0325-00752009000100012-1.txt,275,17,0.6436363636363637,1,"vida, niña, madre, persistencia, día",22.510624731644526
S0004-06142008000400013-1,S0004-06142008000400013-1.txt,230,11,0.6434782608695652,0,"carcinoma, mismo, captación, 65, polo",24.872272727272758
